,User,Date Created,Number of Likes,Source of Tweet,Tweet
752,KaeJhee,2023-03-12 16:07:06+00:00,0,Twitter for iPhone,"I just need to log off or mute SVB / $SIVB

The comparisons that are happening with SVB are ignorant at best. We have people talking about big tech layoffs vs SVB which is not even remotely close to comparing. 

People and companies (not just start-up tech) banked with SVB."
753,SherryOrangeWa1,2023-03-12 16:06:35+00:00,17,Twitter for iPhone,"@williamlegate @BerryRazi @alx The more we’re taxed the less we buy, leads to a stagnant economic flow. Which leads to job layoffs, store closures etc. in turn , who needs a bank if you don’t have $$$. Lived through the 70’s I remember what it’s like"
754,rajeshp403,2023-03-12 16:05:58+00:00,0,Twitter for Android,Big round of Layoffs next week 🙏🙏🏃
755,ZeroRatePonzi,2023-03-12 16:04:42+00:00,0,Twitter for Android,"@AndrewYang Let the process work stop crying. The bank could have hedged with IR futures/swaps. Penny Wise pound foolish? Nothings going happen things will back, most will get money back. Layoffs in silicon was going occur anyway lack of free money or ponzi been exposed by higher rates &amp; QT"
756,Al01619246,2023-03-12 16:04:09+00:00,0,Twitter for iPad,"OPERTUNITY? Not under a democrat administration?

The private sector added 242,000 jobs in February, according to payrolls processor ADP. 
But layoffs rose to 1.7 million, the highest in more than two years. https://t.co/8wtPkA8EM5"
757,kunalchaudharee,2023-03-12 16:03:56+00:00,0,Twitter for Android,@rajshamani Ratan Tata - Never heard him announcing layoffs
758,TRANSEARCH_USA,2023-03-12 16:03:01+00:00,0,HubSpot,"Is the age of the empowered employee over?
With layoffs and return-to-office mandates, business leaders are wrenching back power. But it’s not as bad as you might think. https://t.co/TFVWeZMK9F via @fastcompany #empoweredemployees https://t.co/WKO5FoTlze"
759,Spyder2K1,2023-03-12 16:02:59+00:00,2,Twitter for iPhone,"@IGN Sony hasn’t realized they have continually tried sabotaging Activision, Activision CEO flat out said it and aren’t happy. If deal fails, Activision can make exclusive deal to release on Xbox/pc/cloud/Nvidia/Nintendo and leave PlayStation out for costing them billions &amp; layoffs"
760,MClendaniel,2023-03-12 16:02:50+00:00,38,Twitter for iPhone,"One thing I’m confused about from some VC rhetoric

When high interest rates lead to SVB collapse and that’s going to cause tens of thousands of layoffs, that’s bad.

But when high interest rates led big tech to lay off tens of thousands, that was good because they were bloated?"
761,MMA_RAX,2023-03-12 16:02:41+00:00,1,Twitter for iPhone,"@MikesMMAPicks Silva looked about as phenomenal as any unranked fighter can after a multi-year layoff.

His repeatable habits in prep for this should be considered when fading ring rust going forward — didn’t learn until after fight that he spent some time at JBJ’s camp:
https://t.co/5Jq3NfqmJ9"
762,fortune8_trades,2023-03-12 16:02:29+00:00,0,Twitter Web App,"The world economy is doing pretty bad. Fed going to raise rates past 5% in a few months. US10Y year bond yield going past 4%. Layoffs coming in next few months. earnings going to drop badly. inflation getting out of control.
short BTC, FTM, MATIC on pumps:) will keep you posted."
763,dyer440,2023-03-12 16:02:12+00:00,19,Twitter Web App,"With real estate construction already rolling over &amp; layoffs mounting, raising capital costs at regional banks = RECESSION IMMINENT.

Regional banks are the lifeblood of the real economy."
764,Invlatticework,2023-03-12 16:01:43+00:00,0,Twitter for Android,"(Contd.)
- #LendingClub Corp.
- #Vimeo Inc.
[Financial Express/ Blmbrg]

Fallout -
- many VC-PE backed #StartUps are stuck.
- likely credit crunch in Silicon Valley #Tech ecosystem.
- lower cash to burn or run operations.
- more #layoffs, more M&amp;A
- #BigTech would become Bigger !"
765,jzb,2023-03-12 16:01:25+00:00,0,Twitter Web App,"@HarryKaufer @tlrdrkmrgn @AOC The thing about loans, especially right now, is they're not free. Shave 10-15% off bank holdings, stack additional debt, while the economy is down + other businesses spending less, failing, etc. and you have a recipe for rolling layoffs (more than now). This is my 3rd downturn."
766,Jay_Kay_iii,2023-03-12 16:01:21+00:00,0,Twitter for Android,"@AlemzadehC @Alex23711518 @KobeissiLetter I see the Twitter ex employees as the winner.

They got hundreds more attention than any other tech layoffs.

3500 we have talked about them not stop so they must be royally more important?

150,000  who cares about them?"
767,xtalksjobsearch,2023-03-12 16:01:04+00:00,1,Buffer,"Most #Americans are working, layoffs are near historic lows and companies still have plenty of #jobopenings. How long can it last? https://t.co/zO4g59bDSj"
768,AnonymousLLCs,2023-03-12 16:00:16+00:00,1,Tweet Hunter Pro,"With every 1000 layoffs, there are 1000 new small Business opportunities. Never Give Up! #layoffs #business #hardwork"
769,Bagillionaire,2023-03-12 15:59:30+00:00,0,Twitter for Android,"At this point @ewarren should have plenty to spout off about in regards to fractional reserve banking and how that is a REAL (government sanctioned) ponzi where money is lost - perhaps she'll layoff #Bitcoin

If there ever was a time to shine....

#SiliconValleyBank"
770,jwillse,2023-03-12 15:59:04+00:00,0,Twitter for iPhone,Yet another example of why the US needs TechCorps (200K layoffs + student debt = national service). https://t.co/ilJoOtRQBf
771,blackjerms,2023-03-12 15:57:14+00:00,2,Twitter for Android,@whatever_Yoo layoffs are going to intensify
772,BrentLeary,2023-03-12 15:57:04+00:00,31,Twitter Web App,During #TrulyZoho23 in #Chennai  @pgreenbe and I did a  #CRMPlayaz ep w/ @Zoho CEO and cofounder @svembu. We asked him about why Zoho hasn't followed suit with the layoff culture most tech companies have deployed recently. Check out his response in this short clip. #PPN https://t.co/K0uFd04ec4
773,MusicSuiteC,2023-03-12 15:56:37+00:00,1,Twitter Web App,"General Motors will offer voluntary buyouts to a “majority” of its U.S. white-collar employees
https://t.co/jN9w1xGagD   
#whitecollar    #GeneralMotors    #layoffs   #employees    #jobcuts    #AutomotiveNews  #technews   #EVs   #ElectricVehicles"
774,JoyceanNoia,2023-03-12 15:56:18+00:00,1,Twitter for iPhone,"@EasyEatsBodega I predicted insolvency risk in crypto back in June, quite accurately if I may say so. That’s largely washed out imo. 

Macro for regional banks is not ideal, but it also increases the chances of layoffs, pay cuts and / or more moderate interest rates too."
775,rando9292,2023-03-12 15:56:00+00:00,1,Twitter Web App,"@TronDaGod @PeterOvo5 They could do it. For one stuff like the legal, marketing, finance ect. departments would be snipped since Sony already has a deparentment focusing on that shit then they would just need to restucture Ubisoft via closing down/consolidating studios and layoffs"
776,zgreg123,2023-03-12 15:55:42+00:00,1,Twitter for iPhone,@Timcast Can you please explain to me how Silicon Valley Bank has 17 branches and 8500 employees?  How was there not layoffs after the profits were dropping ?
777,CrbOllie,2023-03-12 15:55:40+00:00,0,Twitter Web App,"@GuntherEagleman Esp when there are so many layoffs happening, despite what unemployment numbers say lol. I've been in the trenches. Just getting back to work after 8 months. About to be homeless anyways because all resources are dry. 🤷"
778,truth_informed,2023-03-12 15:55:23+00:00,1,Twitter Web App,@AndrewYang 1000's of mass layoffs?! What does that mean? NOTHING. There are 200+ million workers in the US. Tech = only 3% and skewed to healthy companies like $MSFT $AAPl $AMZN.
779,DLooseDesign,2023-03-12 15:54:47+00:00,4,LinkedIn,"Layoffs, Scammers and You.

Just a heads up, my friends. A layoff presents a significant opportunity for scammers to profit from a persons misfortune. They do this by posing as legit recruiters from real companies. They hold mock interviews with their tar…https://t.co/Y8ul4LyJ83"
780,Jay_Kay_iii,2023-03-12 15:54:00+00:00,0,Twitter for Android,"@KobeissiLetter Does it bother anyone else that I only heard about Twitter layoffs?

And over and over.   
I've heard about Twitter layoffs far more than the other 150k layoffs occurring.  
From a media view there 100 times more important??

How did they become so Royal in the media?"
781,Alev_Tamer,2023-03-12 15:53:54+00:00,0,LinkedIn,"Very well spend Sunday read indeed! 👌🏻

If you are in tech business waiting for layoffs to stop and/or if you are a person whose country is affected by a catastrophical event, I definitely recommend you to read Karuana’s article. ⭐️ If you are feeling o…https://t.co/L4fJmfGP54"
782,AllN1DevSrc,2023-03-12 15:50:23+00:00,0,Twitter for Android,"@DelyanneMoney These are a challenges through divorce, layoffs, and obscene housing costs. A pragmatic follow. Not just because she's pretty. #guapa"
783,shownomercy,2023-03-12 15:49:55+00:00,2,Twitter Web App,"doesn’t matter if there’s a bailout or not, there’s gonna be layoffs"
784,vonwuaduegbo,2023-03-12 15:49:44+00:00,0,Twitter for iPhone,"@UncleCCA Lol, grain of salt folks, grain of salt. Over the past few weeks we have seen massive tech layoffs. We seen the collapse of a bank centered around startups, etc. I thought this ‘tech is a goldmine’ rhetoric would be dead already, but it seems it still strong. Just be careful sha."
785,deifrankone,2023-03-12 15:48:56+00:00,0,Twitter for iPad,"and honestly , the damn interest rate hikes ain't doing nothing but causing less demand , less production , and more layoffs ... the US Government is forcing a recession to temper inflation , it's fucking wild to me 🤨😒😞"
786,Musso___,2023-03-12 15:48:52+00:00,3,Twitter for iPhone,"Yellen &lt;said she did NOT😳 believe that the problems that the technology sector has been dealing with in recent months, such as layoffs, are “at the heart” of the problems at Silicon Valley Bank&gt;
👉 ci è o ci fa❓

https://t.co/CRZzB8ZZi3"
787,TheJinsei64,2023-03-12 15:45:48+00:00,1,Twitter Web App,@AtreyuFlames @videogamedeals I can't believe it the layoffs have started ;_;
788,nonewthing,2023-03-12 15:44:11+00:00,4030,Twitter for Android,And there it is. Gabriel Jesus BCM 5 minutes in after a 3 month layoff. Incredible footballer.
789,NHLCowgirl,2023-03-12 15:43:49+00:00,0,Twitter for iPhone,@diebytheblade LAK and WSH SB Nation said they are not going to be around much longer because of layoffs
790,Kid_Flash80,2023-03-12 15:43:49+00:00,1,Twitter Web App,"@ashonzay_7 I will say that people don't realize how serious the SVB failure is.  Combine that with Powell's last testimony, where essentially unemployment has to hit 10% to tame inflation.  Its 2008 again, but on steroids.  There are about to be massive layoffs across all sectors."
791,cmsdev_99,2023-03-12 15:43:32+00:00,4,Twitter for iPhone,@srprogrammer To com um receio disso tbm. Fora além de nubank ou qualquer outra empresa relacionado a esse banco quebrar. Já tamo tendo mt layoff com uma dessa então
792,MRMV84,2023-03-12 15:41:44+00:00,0,Twitter for iPhone,"Just imagine the Twitter backlash had the Fed decided in April 2020 that nope, we’re not handing out cash and we’re going ahead with tightening despite the layoff/furlough of millions affected by covid. Can always count on hindsight Henrys to blame the Fed."
793,PanManIsHere,2023-03-12 15:40:32+00:00,0,Twitter Web App,"@volodarik Ahh, the layoffs and the boasting and now this. Karma?!!"
794,MrThrills416,2023-03-12 15:40:11+00:00,1,Twitter for iPhone,"@denigwasira Damn brah even Canadian companies are taking a hit, Monday gonna be the Superbowl of job layoffs 🤣🤣🤣"
795,Adyasha8105,2023-03-12 15:40:00+00:00,10,Twitter Web App,"@jain_harshit It's challenging to predict the long-term stability of any tech company. Even the most successful companies can face sudden layoffs. 
So it is essential to evaluate any job offer based on your personal preferences, career goals &amp; other factors such as benefits, and work culture.."
796,icopilots,2023-03-12 15:39:44+00:00,0,Twitter Web App,"@WorkMJ Interesting to see how this US VC/startup ecosystem news spread like wildfire over the week-end. Sure there will ne another wave of tech layoffs with engineers looking for a job for a few weeks, and a handful a billionaires that will end up just being decamillionaires. Sad times."
797,WatcherTruth,2023-03-12 15:39:40+00:00,1,Twitter for iPad,"@FaceTheNation Biden probably would dilly dally until it’s too late. #SVBCollapse will cascade to other financial institutions causing more collapses, mass layoffs &amp; companies closures plunging the country into recession."
798,Jay_Kay_iii,2023-03-12 15:39:37+00:00,0,Twitter for Android,"@jain_harshit I find it sad that if you're laid off from Twitter you get all kinds of attention.

According to the media only they matter.  100 times more attention?   500 times?

So sad layoffs in themselves don't matter to the media.   Just the politics of management?"
799,makeminemayday,2023-03-12 15:39:07+00:00,1,Twitter Web App,"@PeterJZimmer And seeing how they are currently driving us into a global depression with layoffs, energy crisis's and house inflation - all to keep their projected gains in the stock market alive -- all the aftermath is doing is making it way worse."
800,lixian_r,2023-03-12 15:38:47+00:00,0,Twitter Web App,"So, apparently only 2.7% are ensure by FDIC bc svb is a commercial bank and some have more than 250 k but it’ll eventually effect those companies who have affiliate with this bank,the payroll will delay and they’ll need to layoffs people.I see it’ll affect a lot of people!"
801,khanderao,2023-03-12 15:38:30+00:00,0,Twitter for iPhone,Yet another blow for tech professionals in Silicon alley who already been hit by large companies triggering massive layoffs .. now SVB collapse will impact startups …
802,desertmatt86,2023-03-12 15:38:26+00:00,1,Twitter Web App,@KobeissiLetter I am most excited for the mass tech layoffs
803,NicoleEvans1982,2023-03-12 15:38:01+00:00,1,Twitter Web App,"@smyl2day @AlexBerenson @pfizer Btw, when there are thousands of layoffs starting on Wednesday (that is payroll day &amp; due to CA law, workers need to be laid off if not paid), without severance I might add, &amp; the bank runs at other regional banks, this could easily hit the average American. Funny until it hits u"
804,tessagr1,2023-03-12 15:36:38+00:00,0,Twitter for Android,"More layoffs following this financial meltdown I believe, looking like 2008 again"
805,van_animals,2023-03-12 15:35:59+00:00,1,Twitter for iPhone,"@rajandelman Tons of companies held operating cash there. We almost did - you have to store cash somewhere. Without providing depositors with liquidity we’re looking at likely tens/hundreds of thousands of layoffs in the next week or so, and likely a lot of normal people among them."
806,techforecastis,2023-03-12 15:35:00+00:00,2,Buffer,Big Tech Has Layoffs All Wrong https://t.co/CcZ3Z8Oi97
807,yadavajay,2023-03-12 15:34:46+00:00,8,Twitter Web App,"Yesterday, SVB, which has a 25% market share in Silicon Valley, shut down, freezing about $175B worth of deposits from startups.

Insurance covers only 5% of the total deposits in the bank, 1000+ startups did mass layoffs, &amp; 100000+ employees did not receive salaries this month."
808,debbiesmith0864,2023-03-12 15:34:43+00:00,0,Twitter for Android,@SpeakerPelosi @POTUS Seriously Nancy you need to layoff the booze! We are definitely feeling the impact-either feed ourselves or put gas in the car. See a doctor or get the prescription.
809,aarondevere,2023-03-12 15:34:29+00:00,1,Twitter for Android,@thehowie @bijans Seriously?  Put yourself in the situation for a moment.  Depositors are looking at a lack of access to some or a lot of their money temporarily or permanently. (open q atm!).  many have payrolls to run.  Delay alone can cause layoffs and regional carnage.
810,katapayadi,2023-03-12 15:33:29+00:00,2,Twitter Web App,@VivekGRamaswamy Looks like you are completely okay with setting back the Silicon Valley eco-system by a few years and enabling to shut down a lot of companies and the resulting mass layoffs?
811,brandwithtosin,2023-03-12 15:32:50+00:00,11,Twitter for Android,"With the Silicon Valley Bank crash, layoffs in the tech space might worsen. The ripple effect will be massive, and it might likely make ""dot-com-bubble"" of the 90s a dress rehearsal.
To every founder caught in this web of uncertainty, I pray you survive this unscathed."
812,IvanLoans,2023-03-12 15:32:45+00:00,0,Twitter for iPhone,"Next week:

FDIC deposits at SVB available on Monday

Feb CPI inflation on Tuesday

Feb PPI inflation on Wednesday

Retail Sales on Wednesday

Jobless claims on Thursday

Mass tech layoffs expected due to SVB"
813,DevitaDavison,2023-03-12 15:32:29+00:00,0,Twitter Web App,"""A third of Y Combinator companies won’t be able to make payroll in the next 30 days. An unexpected mass furlough or layoff is a nightmare for most companies — after all, you can’t make sales if the salesforce isn’t coming into the office.""
https://t.co/Rmh3p3dOr1"
814,jayjay_lu,2023-03-12 15:32:13+00:00,2,Twitter Web App,"@SeanM_Wu Agreed, it's concerning to see the impact of the bank run on the startup ecosystem and the potential for layoffs. Hoping for a swift resolution and support for those affected by this situation. #startup #SiliconValleyBank"
815,smorton101368,2023-03-12 15:31:38+00:00,2,Twitter for iPhone,"@datboywolf Never a doubt. If SVB fails, Newsome’s political career is over. It won’t sustain mass layoffs in the California tech industry. You got a politician looking at the abyss, the collection plate is open."
816,bigfops,2023-03-12 15:30:55+00:00,3,Twitter Web App,"@MatthewHerchik @lcmichaelides Why not spend some ink on the latest rounds of tech layoffs that affect thousands more people than this? Just a suggestion, run your ""news"" organization the way you want."
817,almx021,2023-03-12 15:30:44+00:00,0,Twitter for Android,@nubank Segunda-feira cheia de layoffs
818,Hermes_73,2023-03-12 15:30:28+00:00,0,Twitter for iPhone,"@theinformation People within imaginary job titles are vulnerable to layoffs. I’m conservative, I believe in having credentialing that spells out exactly who you are: doctor, nurse, commercial pilot, certified  public accountant. With those credentials you will have job security forever."
819,JeffDuntemann,2023-03-12 15:30:18+00:00,6,Twitter Web App,"I suspected this, and I was right: Tech firms hired hordes of people they didn't need for ""vanity"" (""My headcount is bigger than YOUR headcount!"") and to keep them from joining competitors. Big layoffs were the predictable result.
#Employment
https://t.co/0aBjDLuKBW"
820,TechCircleIndia,2023-03-12 15:30:18+00:00,0,Hootsuite Inc.,"Twitter crashes sixth time in three months as Musk suspends tools and fires more employees

#Twitter #ElonMusk #JobCut #employees #layoff
https://t.co/6gxwtOqofI"
821,jain_harshit,2023-03-12 15:30:03+00:00,89,Tweet Hunter Pro,"""I have an offer, should I switch given the current market conditions?""

I get a lot of similar questions these days. My take - At this point, no tech company can be deemed safe. Your current company can do layoffs, the next company can also do layoffs."
822,RichardRodnick1,2023-03-12 15:29:30+00:00,0,Twitter for Android,"General Motors Asks Employees to Quit Voluntarily After Promising No Layoffs
https://t.co/Nt8dF504p1"
823,Jay_Kay_iii,2023-03-12 15:29:21+00:00,1,Twitter for Android,"@ActionDemocrat Funny.

150000 Tech layoffs and Dems only care about 3500 Twitter ex employees.

Are they royally anointed by Dems??  If not why does every exTwitter employee get 500 times the media attention of someone laid off from Amazon, Google, Salesforce?

It's just ugly politics."
824,JessiMeema,2023-03-12 15:28:09+00:00,1,Twitter for Android,"@Hqdepot1 @GOP @JohnKennedyLA Where were 46,000 jobs CREATED ? Where is that manufacturing  ? Are you considering the tens of thousands of layoffs, especially in tech and banking ?"
825,CrbOllie,2023-03-12 15:28:01+00:00,0,Twitter Web App,"@moqu3458 Rent for this month, 1100 includrs all bills. Just got back to work after an 8 month layoff. I'm tapped. @CarmonRB"
826,RaytheonEsports,2023-03-12 15:27:16+00:00,0,Twitter for Android,@lcmichaelides How many layoffs did your work at McKinsey lead to? How many firings did you propose with fancy power points?
827,LynnSchrock3,2023-03-12 15:27:14+00:00,0,Twitter for Android,@TimHermansson Layoff the home made vodka. Quit drinking from the used Lada radiator!
828,seanrothxr,2023-03-12 15:27:12+00:00,1,Twitter for Android,"@HimanshuDaily All you have to do is look around at the people who had great salaries in successful companies.

Then layoffs.

Build for an audience.

Jobs come and go."
829,EnsPulver1958,2023-03-12 15:26:16+00:00,1,Twitter for iPhone,"The economy right now is weird. Major tech companies keep announcing layoffs, but unemployment claims fall week after week. The cost of just about everything is way up, but Americans haven't really stopped spending and tightened their belts. https://t.co/RUGFwodI63"
830,MidnightInvestr,2023-03-12 15:25:27+00:00,0,Twitter for Android,"@DuchessSexpert Tricky situation with no ideal answer

- Let the depositors lose all of the money causing companies to layoff thousands of people/go out of business

- Bail the bank out and pass it along as inflation to the taxpayers."
831,DinkyShop,2023-03-12 15:25:11+00:00,2,Twitter for iPhone,"@Freeyourmindkid I’m freaking out.
If Theil, crypto &amp; payp*l mafia dudes destabilize banking &amp; the US dollar, that means credit will stop flowing.
If tht happens Biz can’t borrow to expand &amp; build biznesses.
When $ STOPS, massive job layoffs &amp; ppl will blame Denms - altho this is gqp deregulation"
832,ludvikherrera,2023-03-12 15:24:53+00:00,1,Twitter for iPhone,"@sbuss This is tough, not wishing bad vibes to anyone affected by this. What I’ve heard before from C-types and execs when layoffs happen, people who don’t make enough for living expenses, or about less fortunate needing a bailout is mostly not sympathetic/empathetic, isn’t it ironic?🤔"
833,ariellecomdoisL,2023-03-12 15:24:48+00:00,1,Twitter Web App,@comedordegelo Aí vem esse monte de layoff e a água bate na bunda
834,a_kheemii,2023-03-12 15:24:39+00:00,0,Twitter for iPhone,Rhatid layoff from Xhaka
835,worldnews_guru,2023-03-12 15:23:52+00:00,0,Revive Social App,"Diversity, Equity and Inclusion Workers Being Cut in Wave of Corporate Layoffs https://t.co/pkjjD6DpuD #politics"
836,MetaverseEditor,2023-03-12 15:23:06+00:00,5,Twitter for iPhone,"In California, Directors in Companies are “personally” liable for paying unpaid wages.

This “may” cause layoffs as soon as Monday (tomorrow) specially for startups with a lot of money in #SVB #FirstRepublicBank #Metaverse #NFT #NFTs #Web3 #SanFrancisco #usa #California"
837,Mikeneral,2023-03-12 15:21:48+00:00,3,Twitter for iPhone,"@kclang73 @therecount That's exactly why I decided too retire. The perfect storm of Covid layoffs/unemployment, turning 65, running out of money to pay necessary bills, tapping into the 401k to make ends meet, no one seriously taking a look at me for reemployment. I saw the writing on the wall!"
838,Washington2Don,2023-03-12 15:21:34+00:00,5,Twitter for iPhone,If 3M hadn’t spent $100 million stopping global warming they wouldn’t be having massive layoffs. Go Woke go Broke.
839,forgottenman222,2023-03-12 15:21:32+00:00,0,Twitter for iPhone,@BoSnerdley You’re not the same company that was threatening layoff
840,DanBogardo,2023-03-12 15:21:11+00:00,2,Twitter for iPhone,"@spyder203 @UpwardNewsHQ The auto industry is next. GM is asking employees to take a buyout and resign. After that mass layoffs are next, then the “Too Big to Fail” narrative starts."
841,lilienfeld1,2023-03-12 15:20:33+00:00,0,Twitter Web App,"@TonyCzuczka I couldn't care less about the investors losing it all, but if depositors start taking baths, there will be a lot of layoffs in biotech and in Napa. What then?

https://t.co/W1OqAyMKsw"
842,korzakofthedeep,2023-03-12 15:20:11+00:00,0,Twitter for iPhone,"@Neurosistemic @tybuddhaboy Fuck that. Auto industry laid off tons of people also. There have been layoffs throughout out history. VC vultures don’t deserve a bailout. 

Go spend a day volunteering at a veterans’ hospital and tell me you think we should be giving money to overreaching tech bros"
843,arno_shae,2023-03-12 15:19:29+00:00,1,Twitter for Android,"@keewa ""forced downsizing layoff"" I have no idea what you're talking about please educate me"
844,houdatlisa,2023-03-12 15:19:10+00:00,21,Twitter for iPhone,"It’s all still so clear in my mind, too. Starting to look at cancelling events at work. Little did I know about a month from then I would be getting the furlough phone call, then the layoff phone call. 
It feels like yesterday, &amp; also a lifetime ago. Be gentle this week, friends."
845,TheLayoffLady,2023-03-12 15:19:01+00:00,0,Buffer,"Brenda here. In life, having a clear goal helps you get where you want to go. This applies to job searching, too. Take a moment to reflect on where you want to be. Once you are clear on your destination, you can consider multiple avenues to get there. #jobsearching #goals https://t.co/tEE6OVNZJU"
846,keewa,2023-03-12 15:18:31+00:00,31,Twitter Web App,@arno_shae You don't see why working for the forced-downsizing layoff bread-price-fixing company disqualifies you from deserving empathy?
847,lilienfeld1,2023-03-12 15:18:07+00:00,0,Twitter Web App,"@DougKass It seems likely we will have depositors made whole. What happens to the Napa wineries/start-up biotechs that will lose quite a bit of money it seems, remains to be seen, but it seems likely there will be some significant layoffs. 
https://t.co/W1OqAyMKsw"
848,PavanjitMane1,2023-03-12 15:17:33+00:00,0,Twitter for Android,"@virenvjadhav Only branded &amp; high profile layoffs are highlighted in reality many small &amp; medium cos have forced employees out to maintain high profits , entire heat of slowdown is passed on employees who are paying all sort of taxes &amp; getting no security"
849,EliasGabe1,2023-03-12 15:17:14+00:00,1,Twitter Web App,"layoff foi uma das únicas coisas que o brasil inventou que o gringo copiou, eu em"
850,RobertKarlPoker,2023-03-12 15:16:23+00:00,1,Twitter for iPad,"GM’s Mass Layoffs, Media Trashes Tesla, Cybertruck To Flop (LOL) https://t.co/3lLO4mqH4m via @YouTube"
851,BenikageCasts,2023-03-12 15:16:22+00:00,0,Twitter for iPhone,"@The_Matador_X1 ROKU has $500m in that bank. How do they pay their employees on Friday?

ROKU does not make the decisions at the bank. They could be forced to layoff thousands now. Other businesses could close.

Why should that be because of the poor decisions of SIVB?"
852,bart_smith,2023-03-12 15:16:20+00:00,37,Twitter for iPhone,@bubbaprog also tech companies have spent the past six months laying off people without remorse and now they’re all of a sudden concerned they might have to layoff people if they don’t get a bailout
853,MarkSim64241609,2023-03-12 15:16:09+00:00,0,Twitter for Android,"Mass layoffs including workers who are pregnant or on parental leave may seem unfair, but it's not illegal in the US — here's why
https://t.co/m8iNnxAqPO So , after getting into the article and discovering who the main offender's are , . . . 🤔😏🤭🤗🤣💯🎯 Forgive me ,Of course"
854,DrSuperMario2,2023-03-12 15:15:46+00:00,0,Twitter Web App,@jmnbettingmma any worries from the big accident he was in and the long layoff since then?
855,mergerguy,2023-03-12 15:15:19+00:00,1,Twitter for iPad,"@jbalt63 Not as outrageous as it might appear.  The employees had no idea the CFO had mis-managed the assets.

Typically in layoffs, employees get severance pay but management could not do that once the FDIC takes over as management has no access to the funds.

This was the right thing."
856,AndrewMerc23,2023-03-12 15:15:11+00:00,5,Twitter for iPhone,"@NASHVILLE_LEE @WonderbreadMMA Long layoffs? Tf? Dec 2019, July 2020, Feb 2021, April 2021, Nov 2021, Aug 2022.

Bro hasn’t not fought in less than 9 months"
857,mindfulkoala,2023-03-12 15:14:05+00:00,0,Twitter Web App,"Libertarians work in funny ways….Andrew Yang warns of 'mass layoffs,' calls for government intervention after Silicon Valley Bank collapse https://t.co/GZQjIbmw0T"
858,bumbomckgumbo,2023-03-12 15:13:50+00:00,0,Twitter Web App,"@DavidCooper4672 @KamalaHarris I use the internet. I search the term ""layoffs"" and get hundreds of thousands of results. I search ""student loan forgiveness"" and get results saying banks are being crippled. I search prices of food and get rising numbers."
859,DEarthshaker,2023-03-12 15:13:26+00:00,3,Twitter Web App,"1/ Final nail in the coffin....Tomorrow will mark the beginning of the US banking contagion, which will impact the tech industry and the startup ecosystem worldwide with immediate massive layoffs in the startup world! 
https://t.co/AOh6ObFHKX"
860,esjay100,2023-03-12 15:12:54+00:00,0,Twitter for Android,"@muddywatersre @davidfrum Because if depositors are not.made whole, you are looking at roughly 1-2M layoffs."
861,hardlee73,2023-03-12 15:12:07+00:00,0,Twitter for Android,"@howarddevans1 Layoff them Newports and  KOOLS.

Then, learn to code. https://t.co/hhw1ngxCau"
862,BrimReaper69,2023-03-12 15:10:39+00:00,2,Twitter for iPhone,"@bubbaprog They’ve been telling it to every field that has layoffs, just journalists have the platform to point out how stupid it is to say that"
863,WatcherTruth,2023-03-12 15:10:37+00:00,0,Twitter for iPad,@FaceTheNation @margbrennan @SecYellen #California (4th largest economy) in world facing mass layoffs &amp; economic calamity if Feds don’t bail out #SVB .  This will cascade to rest of country plunging US into deep recession. Inflation will drop below 1%-Fed Powell finally get his wish.
864,Dirivian,2023-03-12 15:10:32+00:00,2,Twitter Web App,"@RepSwalwell Then, give out stimulus checks for the whole country that'll help everyone.

Where was this compassion when tech CEOs routinely do mass layoffs despite record profits."
865,reapsower,2023-03-12 15:08:50+00:00,1,Twitter for Android,@DougSides @Liana53160 Layoffs are the goal.
866,FearDept,2023-03-12 15:08:25+00:00,54,Twitter Web App,"Next week's schedule

Mon. - bank runs
Tues. - stockmarket crashes
Wed. - cryptos &amp; foreign currencies crash
Thru. - riots and looting 
Fri. -  mass layoffs
Sat. - President Harris sworn in
Sun. - aircraft carrier sends distress signal"
867,RWOMC,2023-03-12 15:08:21+00:00,0,IFTTT,"""""The tech sector has already been suffering rom layoffs, it's already under pressure, and this is really the hub of American innovation. How severe will the consequences be for that innovation?""

Treasury Secretary Janet Yellen: ""It depends"" https://t.co/JXg4gueZyE"""
868,CrbOllie,2023-03-12 15:07:50+00:00,0,Twitter Web App,🙏🙏Needed. Just got back to work after 8 months of layoff. Resources are tapped. Needing some help with rent.
869,guijobre,2023-03-12 15:05:25+00:00,0,Twitter for iPhone,"Não nego que eu vi uns casos que foi tipo assim ""oi gente eu não fiz uma entrega, trabalhei mal, não melhorei nenhum ponto dos 17 feedbacks que tomei nos últimos dois meses mas a empresa fez um grande layoff e me demitiu junto com outro 2 funcionários"""
870,HarryKaufer,2023-03-12 15:04:54+00:00,0,Twitter for iPhone,"@jzb @tlrdrkmrgn @AOC The lesson that I was referring to was just needing to take out a loan, which could be expensive. There shouldn’t be a need for layoffs unless a company was already on the brink."
871,freedomwinssoon,2023-03-12 15:04:06+00:00,0,Twitter Web App,"@The_Weed_Shop I have money in a credit union, 2 small local banks and employee savings which is held in a small local bank.  And cash under the mattress, so hopefully by the time it hits here the tsunami will just be a ripple.  But a massive layoff wave, followed by a depression will come next"
